1,1,198.55,1.367e+005
1,2,136.89,2.9939e+005
1,3,77.574,8.9109e+005
1,4,23.516,3.3283e+006
2,1,193.49,83128
2,2,126.47,1.7258e+005
2,3,72.283,6.4861e+005
2,4,22.464,2.7393e+006
3,1,197.11,86224
3,2,132.84,1.6173e+005
3,3,77.802,6.7924e+005
3,4,22.961,2.9829e+006
4,1,182.97,73136
4,2,122.79,1.4923e+005
4,3,72.735,6.1138e+005
4,4,22.361,2.7145e+006
5,1,182.15,80240
5,2,129.64,1.6966e+005
5,3,74.211,7.0852e+005
5,4,22.13,2.8926e+006
6,1,187.24,75320
6,2,129.24,1.5534e+005
6,3,77.193,6.5856e+005
6,4,22.602,2.9455e+006
7,1,182.99,74400
7,2,126.64,1.5719e+005
7,3,75.552,6.6021e+005
7,4,22.405,2.9293e+006
8,1,177.22,72272
8,2,120.18,1.5527e+005
8,3,70.598,6.2186e+005
8,4,21.514,2.7505e+006
9,1,180.87,75208
9,2,128.8,1.5986e+005
9,3,74.57,6.6691e+005
9,4,21.248,2.8223e+006
10,1,181.55,78048
10,2,118.47,1.66e+005
10,3,71.249,5.9414e+005
10,4,22.192,2.6664e+006
11,1,183.68,71432
11,2,123.14,1.445e+005
11,3,75.508,6.0628e+005
11,4,23.394,2.9233e+006
12,1,176.56,69296
12,2,124.37,1.4181e+005
12,3,75.028,6.2991e+005
12,4,22.777,2.9015e+006
13,1,176.98,68008
13,2,125.85,1.4136e+005
13,3,73.883,6.4118e+005
13,4,22.213,2.7948e+006
14,1,184.54,77632
14,2,127.27,1.5645e+005
14,3,73.023,6.7741e+005
14,4,22.278,2.8151e+006
15,1,176.3,68528
15,2,122.64,1.4058e+005
15,3,75.839,6.161e+005
15,4,23.143,2.9527e+006
16,1,167.17,72336
16,2,119.45,1.4818e+005
16,3,69.063,6.5605e+005
16,4,21.139,2.7432e+006
17,1,182.88,76616
17,2,129.95,1.5239e+005
17,3,78.013,6.8736e+005
17,4,23.184,3.1009e+006
18,1,179.41,70832
18,2,127.72,1.3622e+005
18,3,77.066,6.2789e+005
18,4,22.767,2.8938e+006
19,1,163.13,68048
19,2,100.25,1.4026e+005
19,3,60.999,4.7036e+005
19,4,19.865,2.2233e+006
20,1,167.43,76320
20,2,114.04,1.5315e+005
20,3,67.419,6.0378e+005
20,4,21.223,2.6072e+006
21,1,183.08,74440
21,2,132.76,1.5206e+005
21,3,81.293,6.8514e+005
21,4,23.555,3.151e+006
22,1,172.76,72312
22,2,124.97,1.3878e+005
22,3,72.556,6.6118e+005
22,4,21.75,2.8374e+006
23,1,174.47,71760
23,2,124.24,1.5296e+005
23,3,75.684,6.4809e+005
23,4,22.559,2.9565e+006
24,1,179.46,68496
24,2,123.64,1.401e+005
24,3,74.801,6.1102e+005
24,4,22.902,2.8543e+006
25,1,179.2,76504
25,2,128.14,1.5999e+005
25,3,74.486,6.9063e+005
25,4,22.306,2.8706e+006
26,1,172.85,67288
26,2,120.92,1.4457e+005
26,3,73.453,6.1009e+005
26,4,22.413,2.8423e+006
27,1,180.82,71840
27,2,125.87,1.4821e+005
27,3,77.591,6.1142e+005
27,4,23.11,2.9595e+006
28,1,186.3,74320
28,2,124.81,1.4936e+005
28,3,76.038,5.833e+005
28,4,23.176,2.7851e+006
29,1,176.91,74456
29,2,120.25,1.5681e+005
29,3,69.153,6.4389e+005
29,4,21.164,2.6984e+006
30,1,174.04,77088
30,2,118.88,1.6077e+005
30,3,67.888,6.5158e+005
30,4,20.692,2.6711e+006
31,1,186.88,72432
31,2,128.48,1.5178e+005
31,3,76.937,6.3814e+005
31,4,22.537,2.9047e+006
32,1,189.29,76512
32,2,130.5,1.5866e+005
32,3,76.251,6.9414e+005
32,4,22.672,3.0217e+006
33,1,185.95,75480
33,2,130.38,1.4892e+005
33,3,76.702,6.7529e+005
33,4,22.59,2.947e+006
34,1,182.29,77272
34,2,125.55,1.5779e+005
34,3,72.362,6.5305e+005
34,4,22.149,2.7895e+006
35,1,190.36,86656
35,2,127.9,1.681e+005
35,3,74.881,6.6901e+005
35,4,22.556,2.8706e+006
36,1,198.63,85440
36,2,134.7,1.6789e+005
36,3,78.253,6.8157e+005
36,4,23.246,2.9144e+006
37,1,194.54,93848
37,2,129.45,1.8895e+005
37,3,75.543,6.902e+005
37,4,22.708,2.9034e+006
38,1,152.44,62136
38,2,104.28,1.0074e+005
38,3,59.775,4.4634e+005
38,4,17.682,2.0084e+006
39,1,85.107,48232
39,2,61.418,88424
39,3,35.391,3.1951e+005
39,4,12.764,1.3443e+006
40,1,93.507,52272
40,2,65.717,1.0312e+005
40,3,36.574,3.6088e+005
40,4,13.47,1.4425e+006
41,1,102.13,56616
41,2,72.958,1.0702e+005
41,3,40.474,4.0709e+005
41,4,14.151,1.628e+006
42,1,107.53,81376
42,2,76.92,1.3742e+005
42,3,40.308,4.8e+005
42,4,13.92,1.7919e+006
43,1,109.54,68504
43,2,79.813,1.1708e+005
43,3,42.634,4.6043e+005
43,4,14.852,1.8308e+006
44,1,130.33,93440
44,2,96.244,1.5295e+005
44,3,49.063,5.7974e+005
44,4,15.495,2.1712e+006
45,1,141.98,96000
45,2,102.64,1.5444e+005
45,3,50.945,6.0124e+005
45,4,16.063,2.2487e+006
46,1,130.33,89000
46,2,93.709,1.4678e+005
