GOP,layer, Y-PSNR, bits
953,2,26.198,29857
953,3,27.278,55212
953,4,28.644,94359
953,5,30.165,131410
953,6,31.768,169270
953,7,33.592,210107
953,8,35.487,234966
954,1,25.202,68322
954,2,26.122,31048
954,3,27.193,56634
954,4,28.542,95528
954,5,30.084,135499
954,6,31.677,172490
954,7,33.500,213740
954,8,35.414,240708
955,1,25.325,69831
955,2,26.258,31050
955,3,27.306,54903
955,4,28.640,93278
955,5,30.186,133056
955,6,31.775,169369
955,7,33.600,210700
955,8,35.500,235946
956,1,25.232,67196
956,2,26.186,31180
956,3,27.264,56093
956,4,28.621,95065
956,5,30.172,133392
956,6,31.763,168793
956,7,33.584,209758
956,8,35.486,235977
957,1,25.408,63722
957,2,26.348,29913
957,3,27.419,54704
957,4,28.742,91111
957,5,30.301,130502
957,6,31.890,164160
957,7,33.721,204641
957,8,35.608,228459
958,1,25.681,56954
958,2,26.620,28260
958,3,27.679,50597
958,4,29.062,87288
958,5,30.607,121785
958,6,32.190,153422
958,7,34.033,191559
958,8,35.927,211924
959,1,26.198,50676
959,2,27.124,25230
959,3,28.196,46201
959,4,29.577,77253
959,5,31.098,107430
959,6,32.698,136708
959,7,34.535,169274
959,8,36.437,188393
960,1,26.601,46057
960,2,27.513,21824
960,3,28.598,41781
960,4,29.968,70236
960,5,31.526,99168
960,6,33.122,124311
960,7,34.943,153680
960,8,36.855,172465
961,1,27.114,42093
961,2,28.061,20239
961,3,29.098,36282
961,4,30.464,62063
961,5,32.015,87364
961,6,33.617,110204
961,7,35.438,136913
961,8,37.326,152393
962,1,28.012,27978
962,2,28.776,19243
962,3,29.840,35062
962,4,31.202,55218
962,5,32.732,75986
962,6,34.285,93808
962,7,36.077,117248
962,8,37.950,132687
963,1,36.783,8804
963,2,37.527,3840
963,3,38.413,5846
963,4,39.499,7858
963,5,40.810,10334
963,6,42.097,12924
963,7,43.433,15766
963,8,44.941,19437
964,1,37.157,10042
964,2,38.111,3731
964,3,39.374,5191
964,4,40.882,6484
964,5,42.281,7146
964,6,43.941,8829
964,7,45.697,10160
964,8,47.294,11140
965,1,37.886,6023
965,2,39.010,1517
965,3,40.355,2099
965,4,41.858,2515
965,5,43.078,2554
965,6,44.857,3226
965,7,46.633,3416
965,8,48.163,3471
966,1,37.883,6019
966,2,39.004,1498
966,3,40.341,2064
966,4,41.829,2462
966,5,43.036,2504
966,6,44.811,3192
966,7,46.584,3386
966,8,48.109,3449
967,1,37.883,6019
967,2,39.004,1498
967,3,40.341,2064
967,4,41.829,2462
967,5,43.036,2504
967,6,44.811,3192
967,7,46.584,3386
967,8,48.109,3449
968,1,37.883,6019
968,2,39.004,1498
968,3,40.341,2064
968,4,41.829,2462
968,5,43.036,2504
968,6,44.811,3192
968,7,46.584,3386
968,8,48.109,3449
969,1,36.789,5975
969,2,37.704,3526
969,3,38.941,5223
969,4,40.309,6802
969,5,41.606,8279
969,6,43.221,10546
969,7,44.878,12304
969,8,46.431,13885
970,1,41.786,1535
970,2,42.695,1445
970,3,43.592,1947
970,4,44.592,2663
970,5,45.769,3523
970,6,47.030,4506
970,7,48.352,5552
970,8,49.718,6916
971,1,37.671,9308
971,2,38.426,3512
971,3,39.551,5513
971,4,40.814,7032
971,5,42.000,8129
971,6,43.482,10911
971,7,45.000,12640
971,8,46.498,14733
972,1,37.121,10046
972,2,38.105,3714
972,3,39.413,5179
972,4,40.834,6112
972,5,42.134,6813
972,6,43.805,8568
972,7,45.457,9634
972,8,46.980,10639
973,1,37.755,6510
973,2,38.973,1579
973,3,40.375,2103
973,4,41.840,2451
973,5,43.128,2540
973,6,44.928,3115
973,7,46.600,3281
973,8,48.277,3412
974,1,37.755,6509
974,2,38.972,1576
974,3,40.372,2094
974,4,41.834,2433
974,5,43.125,2532
974,6,44.923,3101
974,7,46.597,3265
974,8,48.278,3401
975,1,37.755,6509
975,2,38.972,1576
975,3,40.372,2094
975,4,41.834,2433
975,5,43.125,2532
975,6,44.923,3101
975,7,46.597,3265
975,8,48.278,3401
976,1,37.755,6509
976,2,38.972,1576
976,3,40.372,2094
976,4,41.834,2433
976,5,43.125,2532
976,6,44.923,3101
976,7,46.597,3265
976,8,48.278,3401
977,1,37.755,6509
977,2,38.972,1576
977,3,40.372,2094
977,4,41.834,2433
977,5,43.125,2532
977,6,44.923,3101
977,7,46.597,3265
977,8,48.278,3401
978,1,37.777,6510
978,2,39.003,1641
978,3,40.410,2205
978,4,41.874,2522
978,5,43.179,2692
978,6,44.962,3264
978,7,46.653,3413
978,8,48.307,3402
979,1,37.224,6293
979,2,38.129,2657
979,3,39.363,3988
979,4,40.735,5307
979,5,42.042,6316
979,6,43.693,8374
979,7,45.326,9595
979,8,46.784,10556
980,1,37.546,4654
980,2,38.370,2909
980,3,39.529,4377
980,4,40.837,5783
980,5,42.042,6818
980,6,43.518,8916
980,7,45.057,10836
980,8,46.626,12996
